2/13/2024, 4:00 PM						
User Name						
Experimental Description						
Header A (units)	Header B (u)	Header C (u)	Header D (u)			
16.057684	350.000000	346.759029	354.504420	350.000000	0.200000	1.000000
16.058185	350.000000	346.936728	354.685537	350.000000	0.200000	1.000000
16.058685	350.000000	347.113936	354.860444	350.000000	0.200000	1.000000
16.059185	350.000000	347.291062	355.012721	350.000000	0.200000	1.000000
16.059685	350.000000	347.468453	355.135216	350.000000	0.200000	1.000000
16.060185	350.000000	347.646391	355.238766	350.000000	0.200000	1.000000
16.060685	350.000000	347.824745	355.341655	350.000000	0.200000	1.000000
16.061185	350.000000	348.003038	355.444735	350.000000	0.200000	1.000000
16.061685	350.000000	348.181230	355.534104	350.000000	0.200000	1.000000
16.062185	350.000000	348.359293	355.595901	350.000000	0.200000	1.000000
16.062685	350.000000	348.536840	355.618879	350.000000	0.200000	1.000000
16.063185	350.000000	348.713920	355.600609	350.000000	0.200000	1.000000
16.063685	350.000000	348.890939	355.551748	350.000000	0.200000	1.000000
16.064185	350.000000	349.068241	355.480563	350.000000	0.200000	1.000000
16.064685	350.000000	349.245746	355.390141	350.000000	0.200000	1.000000
16.065185	350.000000	349.423023	355.280143	350.000000	0.200000	1.000000
16.065686	350.000000	349.600077	355.162790	350.000000	0.200000	1.000000
16.066186	350.000000	349.776912	355.047587	350.000000	0.200000	1.000000
16.066686	350.000000	349.953177	354.919641	350.000000	0.200000	1.000000
16.067186	350.000000	350.128946	354.768554	350.000000	0.200000	1.000000
16.067686	350.000000	350.304651	354.595432	350.000000	0.200000	1.000000
16.068186	350.000000	350.480654	354.398381	350.000000	0.200000	1.000000
16.068686	350.000000	350.657254	354.185043	350.000000	0.200000	1.000000
16.069186	350.000000	350.834331	353.968310	350.000000	0.200000	1.000000
16.069686	350.000000	351.011414	353.755842	350.000000	0.200000	1.000000
16.070186	350.000000	351.188474	353.565131	350.000000	0.200000	1.000000
16.070686	350.000000	351.365483	353.412657	350.000000	0.200000	1.000000
16.071186	350.000000	351.542059	353.285998	350.000000	0.200000	1.000000
16.071686	350.000000	351.718249	353.176157	350.000000	0.200000	1.000000
16.072186	350.000000	351.894461	353.086671	350.000000	0.200000	1.000000
16.072687	350.000000	352.071036	353.017237	350.000000	0.200000	1.000000
16.073187	350.000000	352.248255	352.973373	350.000000	0.200000	1.000000
16.073687	350.000000	352.425980	352.968195	350.000000	0.200000	1.000000
16.074187	350.000000	352.603728	353.009171	350.000000	0.200000	1.000000
16.074736	350.000000	352.781454	353.099764	350.000000	0.200000	1.000000
16.075236	350.000000	352.959123	352.736013	350.000000	0.200000	1.000000
16.075736	350.000000	353.136706	352.457659	350.000000	0.200000	1.000000
16.076236	350.000000	353.314541	352.261486	350.000000	0.200000	1.000000
16.076736	350.000000	353.492546	352.130611	350.000000	0.200000	1.000000
16.077236	350.000000	353.670650	352.046593	350.000000	0.200000	1.000000
16.077736	350.000000	353.849154	352.011463	350.000000	0.200000	1.000000
16.078236	350.000000	354.027943	352.032805	350.000000	0.200000	1.000000
16.078736	350.000000	354.206914	352.127025	350.000000	0.200000	1.000000
16.079236	350.000000	354.386343	352.314760	350.000000	0.200000	1.000000
16.079736	350.000000	354.566091	352.597114	350.000000	0.200000	1.000000
16.080236	350.000000	354.745675	352.960847	350.000000	0.200000	1.000000
16.080736	350.000000	354.924694	353.383268	350.000000	0.200000	1.000000
16.081236	350.000000	355.103181	353.828049	350.000000	0.200000	1.000000
16.081736	350.000000	355.281172	354.263712	350.000000	0.200000	1.000000
16.082236	350.000000	355.458705	354.675015	350.000000	0.200000	1.000000
16.082736	350.000000	355.636542	355.076160	350.000000	0.200000	1.000000
16.083236	350.000000	355.814954	355.500240	350.000000	0.200000	1.000000
16.083737	350.000000	355.993436	355.964301	350.000000	0.200000	1.000000
16.084237	350.000000	356.171927	356.465499	350.000000	0.200000	1.000000
16.084737	350.000000	356.350374	357.002365	350.000000	0.200000	1.000000
16.085237	350.000000	356.528373	356.998872	350.000000	0.200000	1.000000
16.085737	350.000000	356.705952	356.943699	350.000000	0.200000	1.000000
16.086237	350.000000	356.883506	356.843062	350.000000	0.200000	1.000000
16.086737	350.000000	357.061363	356.711939	350.000000	0.200000	1.000000
16.087237	350.000000	357.239432	356.559972	350.000000	0.200000	1.000000
16.087737	350.000000	357.417273	356.393374	350.000000	0.200000	1.000000
16.088237	350.000000	357.594882	356.215421	350.000000	0.200000	1.000000
16.088772	350.000000	357.772620	356.040171	350.000000	0.200000	1.000000
16.089272	350.000000	357.950427	355.534678	350.000000	0.200000	1.000000
16.089772	350.000000	358.127889	355.095790	350.000000	0.200000	1.000000
16.090272	350.000000	358.305026	354.715233	350.000000	0.200000	1.000000
16.090772	350.000000	358.482223	354.383804	350.000000	0.200000	1.000000
16.091272	350.000000	358.659800	354.099721	350.000000	0.200000	1.000000
16.091772	350.000000	358.837657	353.858851	350.000000	0.200000	1.000000
16.092272	350.000000	359.015347	353.642179	350.000000	0.200000	1.000000
16.092772	350.000000	359.192856	353.452436	350.000000	0.200000	1.000000
16.093272	350.000000	359.370540	353.313441	350.000000	0.200000	1.000000
16.093772	350.000000	359.548333	353.234605	350.000000	0.200000	1.000000
16.094272	350.000000	359.725813	353.207201	350.000000	0.200000	1.000000
16.094772	350.000000	359.902995	353.224481	350.000000	0.200000	1.000000
16.095278	350.000000	360.080259	353.279499	350.000000	0.200000	1.000000
16.095778	350.000000	360.257920	353.319560	350.000000	0.200000	1.000000
16.096278	350.000000	360.435876	353.410715	350.000000	0.200000	1.000000
16.096778	350.000000	360.613674	353.556842	350.000000	0.200000	1.000000
16.097278	350.000000	360.791298	353.761167	350.000000	0.200000	1.000000
16.097778	350.000000	360.968738	354.011825	350.000000	0.200000	1.000000
16.098287	350.000000	361.145629	354.287221	350.000000	0.200000	1.000000
16.098787	350.000000	361.322030	354.491087	350.000000	0.200000	1.000000
16.099287	350.000000	361.498365	354.336505	350.000000	0.200000	1.000000
16.099787	350.000000	361.674986	354.178077	350.000000	0.200000	1.000000
16.100287	350.000000	361.852185	354.024585	350.000000	0.200000	1.000000
16.100787	350.000000	362.029838	353.889459	350.000000	0.200000	1.000000
16.101287	350.000000	362.207469	353.782495	350.000000	0.200000	1.000000
16.101787	350.000000	362.385043	353.711744	350.000000	0.200000	1.000000
16.102287	350.000000	362.562533	353.664168	350.000000	0.200000	1.000000
16.102787	350.000000	362.739554	353.626772	350.000000	0.200000	1.000000
16.103287	350.000000	362.916153	353.594428	350.000000	0.200000	1.000000
16.103787	350.000000	363.092738	353.574377	350.000000	0.200000	1.000000
16.104287	350.000000	363.269651	353.568621	350.000000	0.200000	1.000000
16.104787	350.000000	363.447172	353.586738	350.000000	0.200000	1.000000
16.105287	350.000000	363.625166	353.645024	350.000000	0.200000	1.000000
16.105788	350.000000	363.803150	353.691901	350.000000	0.200000	1.000000
16.106288	350.000000	363.981083	353.789052	350.000000	0.200000	1.000000
16.106788	350.000000	364.159293	353.940569	350.000000	0.200000	1.000000
16.107288	350.000000	364.337688	354.144096	350.000000	0.200000	1.000000
16.107788	350.000000	364.515826	354.384426	350.000000	0.200000	1.000000
16.108288	350.000000	364.693705	354.636171	350.000000	0.200000	1.000000
16.108788	350.000000	364.871686	354.781076	350.000000	0.200000	1.000000
16.109288	350.000000	365.050072	354.915598	350.000000	0.200000	1.000000
16.109788	350.000000	365.228749	355.052017	350.000000	0.200000	1.000000
16.110288	350.000000	365.407252	355.196469	350.000000	0.200000	1.000000
16.110788	350.000000	365.585561	355.353848	350.000000	0.200000	1.000000
16.111291	350.000000	365.764020	355.526905	350.000000	0.200000	1.000000
16.111791	350.000000	365.942555	355.684133	350.000000	0.200000	1.000000
16.112291	350.000000	366.120741	355.836835	350.000000	0.200000	1.000000
16.112791	350.000000	366.298587	355.963585	350.000000	0.200000	1.000000
16.113291	350.000000	366.476109	356.039354	350.000000	0.200000	1.000000
16.113791	350.000000	366.653322	356.052117	350.000000	0.200000	1.000000
16.114291	350.000000	366.830607	356.012381	350.000000	0.200000	1.000000
16.114791	350.000000	367.007919	355.937979	350.000000	0.200000	1.000000
16.115291	350.000000	367.185220	355.844250	350.000000	0.200000	1.000000
16.115791	350.000000	367.362479	355.731760	350.000000	0.200000	1.000000
16.116291	350.000000	367.539307	355.587659	350.000000	0.200000	1.000000
16.116791	350.000000	367.715748	355.414071	350.000000	0.200000	1.000000
16.117292	350.000000	367.892207	355.222638	350.000000	0.200000	1.000000
16.117792	350.000000	368.069021	355.020136	350.000000	0.200000	1.000000
16.118292	350.000000	368.246469	354.821522	350.000000	0.200000	1.000000
16.118792	350.000000	368.424412	354.645440	350.000000	0.200000	1.000000
16.119292	350.000000	368.602365	354.503945	350.000000	0.200000	1.000000
16.119792	350.000000	368.780282	354.407611	350.000000	0.200000	1.000000
16.120292	350.000000	368.958129	354.351256	350.000000	0.200000	1.000000
16.120792	350.000000	369.135512	354.316343	350.000000	0.200000	1.000000
16.121292	350.000000	369.312473	354.299607	350.000000	0.200000	1.000000
16.121792	350.000000	369.489414	354.275869	350.000000	0.200000	1.000000
16.122292	350.000000	369.666311	354.266011	350.000000	0.200000	1.000000
16.122792	350.000000	369.843143	354.261499	350.000000	0.200000	1.000000
16.123292	350.000000	370.020256	354.263244	350.000000	0.200000	1.000000
16.123792	350.000000	370.197574	354.269712	350.000000	0.200000	1.000000
16.124293	350.000000	370.374668	354.275448	350.000000	0.200000	1.000000
16.124793	350.000000	370.551181	354.264303	350.000000	0.200000	1.000000
16.125293	350.000000	370.727187	354.224828	350.000000	0.200000	1.000000
16.125793	350.000000	370.903116	354.157387	350.000000	0.200000	1.000000
16.126293	350.000000	371.079328	354.059485	350.000000	0.200000	1.000000
16.126793	350.000000	371.255761	353.928046	350.000000	0.200000	1.000000
16.127293	350.000000	371.431995	353.758008	350.000000	0.200000	1.000000
16.127793	350.000000	371.608045	353.554975	350.000000	0.200000	1.000000
16.128293	350.000000	371.784287	353.347778	350.000000	0.200000	1.000000
16.128793	350.000000	371.960673	353.159738	350.000000	0.200000	1.000000
16.129293	350.000000	372.137159	352.997671	350.000000	0.200000	1.000000
16.129793	350.000000	372.314069	352.877010	350.000000	0.200000	1.000000
16.130293	350.000000	372.491307	352.810019	350.000000	0.200000	1.000000
16.130793	350.000000	372.668787	352.787679	350.000000	0.200000	1.000000
16.131293	350.000000	372.846433	352.803247	350.000000	0.200000	1.000000
16.131794	350.000000	373.023818	352.847583	350.000000	0.200000	1.000000
16.132294	350.000000	373.200950	352.908614	350.000000	0.200000	1.000000
16.132794	350.000000	373.378201	352.986984	350.000000	0.200000	1.000000
16.133294	350.000000	373.555882	353.103576	350.000000	0.200000	1.000000
16.133794	350.000000	373.733884	353.272323	350.000000	0.200000	1.000000
16.134294	350.000000	373.911748	353.479136	350.000000	0.200000	1.000000
16.134794	350.000000	374.089456	353.699960	350.000000	0.200000	1.000000
16.135294	350.000000	374.267356	353.920677	350.000000	0.200000	1.000000
16.135794	350.000000	374.445375	354.135536	350.000000	0.200000	1.000000
16.136294	350.000000	374.623087	354.339461	350.000000	0.200000	1.000000
16.136794	350.000000	374.800504	354.526442	350.000000	0.200000	1.000000
16.137294	350.000000	374.978000	354.688515	350.000000	0.200000	1.000000
16.137794	350.000000	375.155526	354.816955	350.000000	0.200000	1.000000
16.138294	350.000000	375.332679	354.904861	350.000000	0.200000	1.000000
16.138795	350.000000	375.509489	354.942095	350.000000	0.200000	1.000000
16.139295	350.000000	375.686346	354.931891	350.000000	0.200000	1.000000
16.139795	350.000000	375.863579	354.898299	350.000000	0.200000	1.000000
16.140295	350.000000	376.041095	354.858703	350.000000	0.200000	1.000000
16.140795	350.000000	376.218448	354.813139	350.000000	0.200000	1.000000
16.141295	350.000000	376.395630	354.765541	350.000000	0.200000	1.000000
16.141795	350.000000	376.573001	354.713419	350.000000	0.200000	1.000000
16.142295	350.000000	376.750495	354.651329	350.000000	0.200000	1.000000
16.142802	350.000000	376.927694	354.574537	350.000000	0.200000	1.000000
16.143302	350.000000	377.104614	354.415695	350.000000	0.200000	1.000000
16.143802	350.000000	377.281635	354.270975	350.000000	0.200000	1.000000
16.144302	350.000000	377.458710	354.140449	350.000000	0.200000	1.000000
16.144802	350.000000	377.635440	354.012628	350.000000	0.200000	1.000000
16.145302	350.000000	377.811855	353.886396	350.000000	0.200000	1.000000
16.145802	350.000000	377.988348	353.772071	350.000000	0.200000	1.000000
16.146302	350.000000	378.165247	353.677150	350.000000	0.200000	1.000000
16.146802	350.000000	378.342458	353.602508	350.000000	0.200000	1.000000
16.147302	350.000000	378.519537	353.546368	350.000000	0.200000	1.000000
16.147803	350.000000	378.696474	353.506902	350.000000	0.200000	1.000000
16.148303	350.000000	378.873628	353.481365	350.000000	0.200000	1.000000
16.148803	350.000000	379.051293	353.473515	350.000000	0.200000	1.000000
16.149303	350.000000	379.229347	353.492314	350.000000	0.200000	1.000000
16.149803	350.000000	379.407322	353.544830	350.000000	0.200000	1.000000
16.150354	350.000000	379.585187	353.634613	350.000000	0.200000	1.000000
16.150854	350.000000	379.763279	353.245909	350.000000	0.200000	1.000000
16.151354	350.000000	379.941881	352.958936	350.000000	0.200000	1.000000
16.151854	350.000000	380.120856	352.783852	350.000000	0.200000	1.000000
16.152354	350.000000	380.299724	352.715625	350.000000	0.200000	1.000000
16.152854	350.000000	380.478447	352.737424	350.000000	0.200000	1.000000
16.153354	350.000000	380.657356	352.759798	350.000000	0.200000	1.000000
16.153854	350.000000	380.836364	352.854662	350.000000	0.200000	1.000000
16.154354	350.000000	381.015036	353.008172	350.000000	0.200000	1.000000
16.154854	350.000000	381.193372	353.196313	350.000000	0.200000	1.000000
16.155354	350.000000	381.371741	353.404495	350.000000	0.200000	1.000000
16.155854	350.000000	381.550089	353.628975	350.000000	0.200000	1.000000
16.156354	350.000000	381.728009	353.866047	350.000000	0.200000	1.000000
16.156854	350.000000	381.905527	354.110334	350.000000	0.200000	1.000000
16.157354	350.000000	382.083036	354.355671	350.000000	0.200000	1.000000
16.157854	350.000000	382.260500	354.596290	350.000000	0.200000	1.000000
16.158354	350.000000	382.437529	354.824121	350.000000	0.200000	1.000000
16.158854	350.000000	382.614527	355.056068	350.000000	0.200000	1.000000
16.159354	350.000000	382.792193	355.325727	350.000000	0.200000	1.000000
16.159855	350.000000	382.970018	355.635630	350.000000	0.200000	1.000000
16.160355	350.000000	383.147212	355.968478	350.000000	0.200000	1.000000
16.160855	350.000000	383.323845	355.738718	350.000000	0.200000	1.000000
16.161355	350.000000	383.500346	355.483524	350.000000	0.200000	1.000000
16.161855	350.000000	383.677079	355.227694	350.000000	0.200000	1.000000
16.162355	350.000000	383.853979	354.979471	350.000000	0.200000	1.000000
16.162855	350.000000	384.030630	354.734223	350.000000	0.200000	1.000000
16.163355	350.000000	384.207050	354.496398	350.000000	0.200000	1.000000
16.163855	350.000000	384.383616	354.279785	350.000000	0.200000	1.000000
16.164355	350.000000	384.560282	354.084955	350.000000	0.200000	1.000000
16.164855	350.000000	384.736647	353.898751	350.000000	0.200000	1.000000
16.165355	350.000000	384.912738	353.719335	350.000000	0.200000	1.000000
16.165855	350.000000	385.088948	353.557254	350.000000	0.200000	1.000000
16.166355	350.000000	385.265601	353.418106	350.000000	0.200000	1.000000
16.166855	350.000000	385.442963	353.312270	350.000000	0.200000	1.000000
16.167356	350.000000	385.621247	353.267235	350.000000	0.200000	1.000000
16.167856	350.000000	385.800618	353.310308	350.000000	0.200000	1.000000
16.168356	350.000000	385.980473	353.434822	350.000000	0.200000	1.000000
16.168856	350.000000	386.159576	353.609795	350.000000	0.200000	1.000000
16.169356	350.000000	386.337628	353.822160	350.000000	0.200000	1.000000
16.169856	350.000000	386.515118	354.057565	350.000000	0.200000	1.000000
16.170356	350.000000	386.692464	354.292998	350.000000	0.200000	1.000000
16.170861	350.000000	386.870018	354.518331	350.000000	0.200000	1.000000
16.171361	350.000000	387.048070	354.690155	350.000000	0.200000	1.000000
16.171861	350.000000	387.226496	354.876451	350.000000	0.200000	1.000000
16.172361	350.000000	387.404822	355.074499	350.000000	0.200000	1.000000
16.172861	350.000000	387.583018	355.269446	350.000000	0.200000	1.000000
16.173361	350.000000	387.761419	355.454110	350.000000	0.200000	1.000000
16.173861	350.000000	387.940306	355.640897	350.000000	0.200000	1.000000
16.174361	350.000000	388.119542	355.837079	350.000000	0.200000	1.000000
16.174861	350.000000	388.298648	356.020506	350.000000	0.200000	1.000000
16.175361	350.000000	388.477586	356.169492	350.000000	0.200000	1.000000
16.175861	350.000000	388.656325	356.273522	350.000000	0.200000	1.000000
16.176361	350.000000	388.834844	356.331707	350.000000	0.200000	1.000000
16.176861	350.000000	389.013490	356.364413	350.000000	0.200000	1.000000
16.177361	350.000000	389.192189	356.400521	350.000000	0.200000	1.000000
16.177861	350.000000	389.370517	356.460313	350.000000	0.200000	1.000000
16.178361	350.000000	389.548124	356.541613	350.000000	0.200000	1.000000
16.178861	350.000000	389.725090	356.610207	350.000000	0.200000	1.000000
16.179362	350.000000	389.901852	356.633573	350.000000	0.200000	1.000000
16.179862	350.000000	390.078781	356.601534	350.000000	0.200000	1.000000
16.180362	350.000000	390.256184	356.525766	350.000000	0.200000	1.000000
16.180862	350.000000	390.434310	356.433477	350.000000	0.200000	1.000000
16.181362	350.000000	390.612997	356.299329	350.000000	0.200000	1.000000
16.181862	350.000000	390.791738	356.185927	350.000000	0.200000	1.000000
16.182362	350.000000	390.970469	356.087933	350.000000	0.200000	1.000000
16.182862	350.000000	391.149139	355.998328	350.000000	0.200000	1.000000
16.183362	350.000000	391.327342	355.909948	350.000000	0.200000	1.000000
16.183862	350.000000	391.505108	355.825223	350.000000	0.200000	1.000000
16.184362	350.000000	391.682829	355.757410	350.000000	0.200000	1.000000
16.184862	350.000000	391.860475	355.704845	350.000000	0.200000	1.000000
16.185362	350.000000	392.037655	355.654493	350.000000	0.200000	1.000000
16.185862	350.000000	392.214416	355.591230	350.000000	0.200000	1.000000
16.186362	350.000000	392.391161	355.513581	350.000000	0.200000	1.000000
16.186863	350.000000	392.568231	355.441199	350.000000	0.200000	1.000000
16.187373	350.000000	392.745904	355.397711	350.000000	0.200000	1.000000
16.187873	350.000000	392.924043	355.279877	350.000000	0.200000	1.000000
16.188373	350.000000	393.102166	355.184357	350.000000	0.200000	1.000000
16.188873	350.000000	393.280228	355.088668	350.000000	0.200000	1.000000
16.189373	350.000000	393.458197	354.978283	350.000000	0.200000	1.000000
16.189873	350.000000	393.635682	354.840961	350.000000	0.200000	1.000000
16.190373	350.000000	393.813087	354.688840	350.000000	0.200000	1.000000
16.190874	350.000000	393.991116	354.562409	350.000000	0.200000	1.000000
16.191374	350.000000	394.169623	354.492136	350.000000	0.200000	1.000000
16.191874	350.000000	394.348117	354.480923	350.000000	0.200000	1.000000
16.192374	350.000000	394.526188	354.517128	350.000000	0.200000	1.000000
16.192874	350.000000	394.703859	354.588319	350.000000	0.200000	1.000000
16.193374	350.000000	394.881520	354.683604	350.000000	0.200000	1.000000
16.193874	350.000000	395.059133	354.789511	350.000000	0.200000	1.000000
16.194374	350.000000	395.236307	354.891497	350.000000	0.200000	1.000000
16.194874	350.000000	395.413081	354.977399	350.000000	0.200000	1.000000
16.195374	350.000000	395.589857	355.037416	350.000000	0.200000	1.000000
16.195874	350.000000	395.766609	355.056658	350.000000	0.200000	1.000000
16.196374	350.000000	395.942953	355.022968	350.000000	0.200000	1.000000
16.196874	350.000000	396.118936	354.939569	350.000000	0.200000	1.000000
16.197374	350.000000	396.294965	354.828314	350.000000	0.200000	1.000000
16.197875	350.000000	396.471379	354.601444	350.000000	0.200000	1.000000
16.198375	350.000000	396.648096	354.380280	350.000000	0.200000	1.000000
16.198875	350.000000	396.824680	354.164406	350.000000	0.200000	1.000000
16.199375	350.000000	397.001128	353.949323	350.000000	0.200000	1.000000
16.199875	350.000000	397.177804	353.730871	350.000000	0.200000	1.000000
16.200376	350.000000	397.355009	353.525077	350.000000	0.200000	1.000000
16.200876	350.000000	397.532625	353.354844	350.000000	0.200000	1.000000
16.201376	350.000000	397.710185	353.244957	350.000000	0.200000	1.000000
16.201876	350.000000	397.887660	353.195326	350.000000	0.200000	1.000000
16.202376	350.000000	398.065392	353.203980	350.000000	0.200000	1.000000
16.202876	350.000000	398.243660	353.273521	350.000000	0.200000	1.000000
16.203376	350.000000	398.422331	353.412198	350.000000	0.200000	1.000000
16.203881	350.000000	398.600923	353.615355	350.000000	0.200000	1.000000
16.204381	350.000000	398.779396	353.806189	350.000000	0.200000	1.000000
16.204881	350.000000	398.958083	354.035409	350.000000	0.200000	1.000000
16.205381	350.000000	399.136895	354.301934	350.000000	0.200000	1.000000
16.205881	350.000000	399.315395	354.588827	350.000000	0.200000	1.000000
16.206381	350.000000	399.493581	354.868981	350.000000	0.200000	1.000000
16.206881	350.000000	399.671823	355.128068	350.000000	0.200000	1.000000
16.207381	350.000000	399.850062	355.359628	350.000000	0.200000	1.000000
16.207881	350.000000	400.027892	355.557396	350.000000	0.200000	1.000000
16.208381	350.000000	400.205336	355.714580	350.000000	0.200000	1.000000
16.208882	350.000000	400.382786	355.827073	350.000000	0.200000	1.000000
16.209382	350.000000	400.560204	355.884985	350.000000	0.200000	1.000000
16.209882	350.000000	400.737199	355.880493	350.000000	0.200000	1.000000
16.210382	350.000000	400.913811	355.820577	350.000000	0.200000	1.000000
16.210882	350.000000	401.090440	355.708123	350.000000	0.200000	1.000000
16.211382	350.000000	401.267422	355.564688	350.000000	0.200000	1.000000
16.211882	350.000000	401.445034	355.408441	350.000000	0.200000	1.000000
16.212382	350.000000	401.623136	355.259938	350.000000	0.200000	1.000000
16.212882	350.000000	401.801239	355.135186	350.000000	0.200000	1.000000
16.213382	350.000000	401.979299	355.046154	350.000000	0.200000	1.000000
16.213882	350.000000	402.157279	354.990126	350.000000	0.200000	1.000000
16.214382	350.000000	402.334787	354.889887	350.000000	0.200000	1.000000
16.214882	350.000000	402.511862	354.798727	350.000000	0.200000	1.000000
16.215382	350.000000	402.688908	354.725715	350.000000	0.200000	1.000000
16.215883	350.000000	402.866262	354.674058	350.000000	0.200000	1.000000
16.216383	350.000000	403.043840	354.643830	350.000000	0.200000	1.000000
16.216883	350.000000	403.221205	354.633629	350.000000	0.200000	1.000000
16.217383	350.000000	403.398358	354.638986	350.000000	0.200000	1.000000
16.217883	350.000000	403.575664	354.654709	350.000000	0.200000	1.000000
16.218383	350.000000	403.753428	354.683282	350.000000	0.200000	1.000000
16.218883	350.000000	403.931534	354.733702	350.000000	0.200000	1.000000
16.219383	350.000000	404.109521	354.798538	350.000000	0.200000	1.000000
16.219883	350.000000	404.287363	354.859642	350.000000	0.200000	1.000000
16.220383	350.000000	404.465406	354.908103	350.000000	0.200000	1.000000
16.220892	350.000000	404.643573	354.942679	350.000000	0.200000	1.000000
16.221392	350.000000	404.821435	354.868806	350.000000	0.200000	1.000000
16.221892	350.000000	404.999001	354.799607	350.000000	0.200000	1.000000
16.222392	350.000000	405.176644	354.751669	350.000000	0.200000	1.000000
16.222892	350.000000	405.354313	354.727041	350.000000	0.200000	1.000000
16.223392	350.000000	405.531603	354.715845	350.000000	0.200000	1.000000
16.223892	350.000000	405.708542	354.706742	350.000000	0.200000	1.000000
16.224392	350.000000	405.885523	354.689021	350.000000	0.200000	1.000000
16.224892	350.000000	406.062871	354.661040	350.000000	0.200000	1.000000
16.225392	350.000000	406.240492	354.629862	350.000000	0.200000	1.000000
16.225892	350.000000	406.417943	354.596445	350.000000	0.200000	1.000000
16.226393	350.000000	406.595214	354.563431	350.000000	0.200000	1.000000
16.226900	350.000000	406.772666	354.530174	350.000000	0.200000	1.000000
16.227400	350.000000	406.950594	354.426383	350.000000	0.200000	1.000000
16.227902	350.000000	407.128880	354.349771	350.000000	0.200000	1.000000
16.228402	350.000000	407.307055	354.286314	350.000000	0.200000	1.000000
16.228902	350.000000	407.485090	354.266219	350.000000	0.200000	1.000000
16.229402	350.000000	407.663328	354.291525	350.000000	0.200000	1.000000
16.229902	350.000000	407.842050	354.371773	350.000000	0.200000	1.000000
16.230402	350.000000	408.021124	354.519582	350.000000	0.200000	1.000000
16.230902	350.000000	408.200071	354.732477	350.000000	0.200000	1.000000
16.231402	350.000000	408.378854	354.891161	350.000000	0.200000	1.000000
16.231903	350.000000	408.557808	355.081830	350.000000	0.200000	1.000000
16.232403	350.000000	408.736847	355.304182	350.000000	0.200000	1.000000
16.232903	350.000000	408.915538	355.546047	350.000000	0.200000	1.000000
16.233403	350.000000	409.093882	355.781604	350.000000	0.200000	1.000000
16.233903	350.000000	409.271889	355.987128	350.000000	0.200000	1.000000
16.234403	350.000000	409.449570	356.151530	350.000000	0.200000	1.000000
16.234903	350.000000	409.627300	356.286841	350.000000	0.200000	1.000000
16.235403	350.000000	409.805033	356.399603	350.000000	0.200000	1.000000
16.235903	350.000000	409.982728	356.481957	350.000000	0.200000	1.000000
16.236409	350.000000	410.160353	356.527669	350.000000	0.200000	1.000000
16.236909	350.000000	410.337518	356.466038	350.000000	0.200000	1.000000
16.237409	350.000000	410.514268	356.283697	350.000000	0.200000	1.000000
16.237909	350.000000	410.691006	356.073017	350.000000	0.200000	1.000000
16.238409	350.000000	410.868072	355.818526	350.000000	0.200000	1.000000
16.238909	350.000000	411.045382	355.549603	350.000000	0.200000	1.000000
16.239409	350.000000	411.222501	355.269328	350.000000	0.200000	1.000000
16.239909	350.000000	411.399429	354.990831	350.000000	0.200000	1.000000
16.240409	350.000000	411.576531	354.734530	350.000000	0.200000	1.000000
16.240909	350.000000	411.754112	354.516071	350.000000	0.200000	1.000000
16.241409	350.000000	411.932055	354.345812	350.000000	0.200000	1.000000
16.241909	350.000000	412.109897	354.227759	350.000000	0.200000	1.000000
16.242410	350.000000	412.287614	354.163309	350.000000	0.200000	1.000000
16.242910	350.000000	412.465185	354.142445	350.000000	0.200000	1.000000
16.243410	350.000000	412.642236	354.142784	350.000000	0.200000	1.000000
16.243920	350.000000	412.818821	354.143151	350.000000	0.200000	1.000000
16.244420	350.000000	412.995356	354.032751	350.000000	0.200000	1.000000
16.244920	350.000000	413.172189	353.941502	350.000000	0.200000	1.000000
16.245420	350.000000	413.349244	353.877396	350.000000	0.200000	1.000000
16.245920	350.000000	413.526093	353.835232	350.000000	0.200000	1.000000
16.246420	350.000000	413.702744	353.810946	350.000000	0.200000	1.000000
16.246920	350.000000	413.879566	353.730472	350.000000	0.200000	1.000000
16.247420	350.000000	414.056506	353.645874	350.000000	0.200000	1.000000
16.247920	350.000000	414.233516	353.557205	350.000000	0.200000	1.000000
16.248420	350.000000	414.410917	353.486225	350.000000	0.200000	1.000000
16.248920	350.000000	414.588612	353.446952	350.000000	0.200000	1.000000
16.249420	350.000000	414.766514	353.438172	350.000000	0.200000	1.000000
16.249924	350.000000	414.944546	353.456386	350.000000	0.200000	1.000000
16.250424	350.000000	415.122281	353.454908	350.000000	0.200000	1.000000
16.250924	350.000000	415.299729	353.482001	350.000000	0.200000	1.000000
16.251424	350.000000	415.477262	353.552972	350.000000	0.200000	1.000000
16.251924	350.000000	415.654830	353.664765	350.000000	0.200000	1.000000
16.252424	350.000000	415.832028	353.803713	350.000000	0.200000	1.000000
16.252931	350.000000	416.008885	353.958146	350.000000	0.200000	1.000000
16.253431	350.000000	416.185791	354.051454	350.000000	0.200000	1.000000
16.253931	350.000000	416.362710	354.140607	350.000000	0.200000	1.000000
16.254431	350.000000	416.539251	354.097195	350.000000	0.200000	1.000000
16.254931	350.000000	416.715453	354.024550	350.000000	0.200000	1.000000
16.255431	350.000000	416.891715	353.934443	350.000000	0.200000	1.000000
16.255931	350.000000	417.068372	353.833027	350.000000	0.200000	1.000000
16.256431	350.000000	417.245336	353.723429	350.000000	0.200000	1.000000
