3/14/2024, 4:29 PM								
User Name								
Experimental Description								
Header A (units)	Header B (u)	Header C (u)	Header D (u)					
0.117037	113.000000	56.392904	709.500595	113.000000	0.250000	1.000000	436.619679	1.000000
0.117537	113.000000	56.726977	706.845294	113.000000	0.250000	1.000000	433.906173	1.000000
0.118038	113.000000	57.060229	704.251110	113.000000	0.250000	1.000000	431.191386	1.000000
0.118538	113.000000	57.392674	701.760974	113.000000	0.250000	1.000000	428.485932	1.000000
0.119038	113.000000	57.723974	699.279667	113.000000	0.250000	1.000000	425.784492	1.000000
0.119538	113.000000	58.054223	696.863048	113.000000	0.250000	1.000000	423.079837	1.000000
0.120038	113.000000	58.383517	694.590778	113.000000	0.250000	1.000000	420.373700	1.000000
0.120538	113.000000	58.711587	692.470612	113.000000	0.250000	1.000000	417.669769	1.000000
0.121038	113.000000	59.038588	690.439725	113.000000	0.250000	1.000000	414.969915	1.000000
0.121538	113.000000	59.365026	688.419439	113.000000	0.250000	1.000000	412.276260	1.000000
0.122044	113.000000	59.690611	686.415132	113.000000	0.250000	1.000000	409.564611	1.000000
0.122544	113.000000	60.014749	684.792947	113.000000	0.250000	1.000000	406.870564	1.000000
0.123044	113.000000	60.337688	683.082487	113.000000	0.250000	1.000000	404.191398	1.000000
0.123544	113.000000	60.659652	681.293067	113.000000	0.250000	1.000000	401.526743	1.000000
0.124044	113.000000	60.980483	679.446724	113.000000	0.250000	1.000000	398.878765	1.000000
0.124544	113.000000	61.300063	677.529280	113.000000	0.250000	1.000000	396.242177	1.000000
0.125044	113.000000	61.618674	675.575758	113.000000	0.250000	1.000000	393.613718	1.000000
0.125544	113.000000	61.936567	673.599429	113.000000	0.250000	1.000000	390.999340	1.000000
0.126062	113.000000	62.253962	671.502183	113.000000	0.250000	1.000000	388.313970	1.000000
0.126563	113.000000	62.572135	670.203934	113.000000	0.250000	1.000000	385.682963	1.000000
0.127063	113.000000	62.892147	668.028009	113.000000	0.250000	1.000000	383.107323	1.000000
0.127563	113.000000	63.213770	664.986699	113.000000	0.250000	1.000000	380.580839	1.000000
0.128063	113.000000	63.536427	661.220184	113.000000	0.250000	1.000000	378.096882	1.000000
0.128563	113.000000	63.859262	656.904810	113.000000	0.250000	1.000000	375.631738	1.000000
0.129063	113.000000	64.180826	652.493774	113.000000	0.250000	1.000000	373.163007	1.000000
0.129563	113.000000	64.499929	648.396210	113.000000	0.250000	1.000000	370.662526	1.000000
