3/14/2024, 9:26 PM								
User Name								
Experimental Description								
Header A (units)	Header B (u)	Header C (u)	Header D (u)					
0.111682	113.000000	30.873996	81.896108	113.000000	0.250000	1.000000	511.500000	0.000000
0.112182	113.000000	31.103892	81.665671	113.000000	0.250000	1.000000	511.500000	0.000000
0.112682	113.000000	31.334329	81.434500	113.000000	0.250000	1.000000	511.500000	0.000000
0.113182	113.000000	31.565500	81.202802	113.000000	0.250000	1.000000	511.500000	0.000000
0.113682	113.000000	31.797198	80.970760	113.000000	0.250000	1.000000	511.500000	0.000000
0.114182	113.000000	32.029240	80.738533	113.000000	0.250000	1.000000	511.500000	0.000000
0.114682	113.000000	32.261467	80.506617	113.000000	0.250000	1.000000	511.500000	0.000000
0.115182	113.000000	32.493383	80.274700	113.000000	0.250000	1.000000	511.500000	0.000000
0.115682	113.000000	32.725300	80.042158	113.000000	0.250000	1.000000	511.500000	0.000000
0.116182	113.000000	32.957842	79.809202	113.000000	0.250000	1.000000	511.500000	0.000000
0.116683	113.000000	33.190798	79.576014	113.000000	0.250000	1.000000	511.500000	0.000000
0.117183	113.000000	33.423986	79.342389	113.000000	0.250000	1.000000	511.500000	0.000000
0.117683	113.000000	33.657611	79.108523	113.000000	0.250000	1.000000	511.500000	0.000000
0.118183	113.000000	33.891477	78.874584	113.000000	0.250000	1.000000	511.500000	0.000000
0.118683	113.000000	34.125416	78.640350	113.000000	0.250000	1.000000	511.500000	0.000000
0.119183	113.000000	34.359650	78.406004	113.000000	0.250000	1.000000	511.500000	0.000000
0.119683	113.000000	34.593996	78.172061	113.000000	0.250000	1.000000	511.500000	0.000000
0.120183	113.000000	34.827939	77.938586	113.000000	0.250000	1.000000	511.500000	0.000000
0.120683	113.000000	35.061414	77.704900	113.000000	0.250000	1.000000	511.500000	0.000000
0.121183	113.000000	35.295100	77.470802	113.000000	0.250000	1.000000	511.500000	0.000000
0.121683	113.000000	35.529198	77.236852	113.000000	0.250000	1.000000	511.500000	0.000000
0.122183	113.000000	35.763148	77.003156	113.000000	0.250000	1.000000	511.500000	0.000000
0.122683	113.000000	35.996844	76.769799	113.000000	0.250000	1.000000	511.500000	0.000000
0.123183	113.000000	36.230201	76.536847	113.000000	0.250000	1.000000	511.500000	0.000000
0.123683	113.000000	36.463153	76.303987	113.000000	0.250000	1.000000	511.500000	0.000000
0.124184	113.000000	36.696013	76.070955	113.000000	0.250000	1.000000	511.500000	0.000000
0.124684	113.000000	36.929045	75.837534	113.000000	0.250000	1.000000	511.500000	0.000000
0.125184	113.000000	37.162466	75.603908	113.000000	0.250000	1.000000	511.500000	0.000000
0.125684	113.000000	37.396092	75.370237	113.000000	0.250000	1.000000	511.500000	0.000000
0.126184	113.000000	37.629763	75.136292	113.000000	0.250000	1.000000	511.500000	0.000000
0.126684	113.000000	37.863708	74.901883	113.000000	0.250000	1.000000	511.500000	0.000000
0.127184	113.000000	38.098117	74.666861	113.000000	0.250000	1.000000	511.500000	0.000000
0.127684	113.000000	38.333139	74.431471	113.000000	0.250000	1.000000	511.500000	0.000000
